"YEAR","STATE.NAME","STATE.ABB","STATE.RANK","SENATE.D","SENATE.R","SENATE.I","SENATE.WOMEN","SENATE.TOTAL","HOUSE.D","HOUSE.R","HOUSE.I","HOUSE.WOMEN","HOUSE.TOTAL","TOTAL.WOMEN","TOTAL.LEGISLATURE","PERCENT.WOMEN"
1991,"Kansas","KS",9,5,4,NA,9,40,17,18,NA,35,125,44,165,26.7
1990,"Kansas","KS",8,5,4,NA,9,40,16,17,NA,33,125,42,165,25.5
1989,"Kansas","KS",8,5,4,NA,9,40,17,17,NA,34,125,43,165,26.1
1988,"Kansas","KS",16,2,3,NA,5,40,12,14,NA,26,125,31,165,18.8
1987,"Kansas","KS",16,2,3,NA,5,40,12,14,NA,26,125,31,165,18.8
1986,"Kansas","KS",16,2,3,NA,5,40,11,14,NA,25,125,30,165,18.2
1985,"Kansas","KS",16,2,3,NA,5,40,11,14,NA,25,125,30,165,18.2
1984,"Kansas","KS",18,2,1,NA,3,40,10,10,NA,20,125,23,165,13.9
1983,"Kansas","KS",17,2,1,NA,3,40,10,11,NA,21,125,24,165,14.5
1981,"Kansas","KS",15,2,2,NA,4,40,9,9,NA,18,125,22,165,13.3
1979,"Kansas","KS",28,NA,NA,NA,1,40,NA,NA,NA,13,125,14,165,8.5
1977,"Kansas","KS",28,NA,NA,NA,1,40,NA,NA,NA,10,125,11,165,6.7
1975,"Kansas","KS",33,NA,NA,NA,1,40,NA,NA,NA,8,125,9,165,5.5
2014,"New Hampshire","NH",5,6,3,NA,9,24,97,33,NA,130,400,139,424,32.8
2013,"New Hampshire","NH",5,6,3,NA,9,24,99,34,NA,133,400,142,424,33.5
2012,"New Hampshire","NH",23,3,3,NA,6,24,40,58,NA,98,400,104,424,24.5
2011,"New Hampshire","NH",22,3,3,NA,6,24,40,59,NA,99,400,105,424,24.8
2010,"New Hampshire","NH",3,11,2,NA,13,24,101,42,NA,143,400,156,424,36.8
2009,"New Hampshire","NH",1,11,2,NA,13,24,103,43,NA,146,400,159,424,37.5
2008,"New Hampshire","NH",3,9,1,NA,10,24,99,40,1,140,400,150,424,35.4
2007,"New Hampshire","NH",2,9,1,NA,10,24,100,40,1,141,400,151,424,35.6
2006,"New Hampshire","NH",13,4,1,NA,5,24,70,54,NA,124,400,129,424,30.4
2005,"New Hampshire","NH",11,4,1,NA,5,24,70,54,NA,124,400,129,424,30.4
2004,"New Hampshire","NH",16,2,2,NA,4,24,61,52,NA,113,400,117,424,27.6
2003,"New Hampshire","NH",14,2,2,NA,4,24,61,52,NA,113,400,117,424,27.6
2002,"New Hampshire","NH",12,5,2,NA,7,24,69,48,NA,117,400,124,424,29.2
2001,"New Hampshire","NH",11,5,2,NA,7,24,69,48,NA,117,400,124,424,29.2
2000,"New Hampshire","NH",6,5,3,NA,8,24,70,57,NA,127,400,135,424,31.8
1999,"New Hampshire","NH",6,5,3,NA,8,24,70,57,NA,127,400,135,424,31.8
1998,"New Hampshire","NH",7,5,3,NA,8,24,64,57,1,122,400,130,424,30.7
1997,"New Hampshire","NH",7,5,3,NA,8,24,64,57,1,122,400,130,424,30.7
1996,"New Hampshire","NH",6,3,3,NA,6,24,45,75,NA,120,400,126,424,29.7
1995,"New Hampshire","NH",6,3,3,NA,6,24,45,75,NA,120,400,126,424,29.7
1994,"New Hampshire","NH",5,6,3,NA,9,24,58,74,NA,132,400,141,424,33.3
1993,"New Hampshire","NH",5,6,3,NA,9,24,59,74,NA,133,400,142,424,33.5
1992,"New Hampshire","NH",6,4,3,NA,7,24,45,79,NA,124,400,131,424,33.3
1991,"New Hampshire","NH",3,4,3,NA,7,24,49,79,NA,128,400,135,424,31.8
1990,"New Hampshire","NH",2,2,4,NA,6,24,48,82,NA,130,400,136,424,32.1
1989,"New Hampshire","NH",1,2,4,NA,6,24,48,82,NA,130,400,136,424,32.1
1988,"New Hampshire","NH",1,3,5,NA,8,24,50,80,NA,130,400,138,424,32.6
1987,"New Hampshire","NH",1,3,5,NA,8,24,50,80,NA,130,400,138,424,32.6
1986,"New Hampshire","NH",1,0,7,NA,7,24,44,89,NA,133,400,140,424,33
1985,"New Hampshire","NH",1,0,7,NA,7,24,44,89,NA,133,400,140,424,33
1984,"New Hampshire","NH",1,0,6,NA,6,24,51,64,NA,115,400,121,424,28.5
1983,"New Hampshire","NH",1,0,6,NA,6,24,51,64,NA,115,400,121,424,28.5
1981,"New Hampshire","NH",1,0,3,NA,3,24,52,69,NA,121,400,124,424,29.2
1979,"New Hampshire","NH",1,NA,NA,NA,3,24,NA,NA,NA,111,400,114,424,26.9
1977,"New Hampshire","NH",1,NA,NA,NA,4,24,NA,NA,NA,110,400,114,424,26.9
1975,"New Hampshire","NH",1,NA,NA,NA,2,24,NA,NA,NA,102,400,104,424,24.6
2014,"South Dakota","SD",28,1,5,NA,6,35,6,12,NA,18,70,24,105,22.9
2013,"South Dakota","SD",28,1,5,NA,6,35,6,12,NA,18,70,24,105,22.9
2012,"South Dakota","SD",37,1,6,NA,7,35,4,10,NA,14,70,21,105,20
2011,"South Dakota","SD",37,6,1,NA,7,35,4,9,1,14,70,21,105,20
2010,"South Dakota","SD",37,6,1,NA,7,35,5,9,NA,14,70,21,105,20
2009,"South Dakota","SD",37,6,1,NA,7,35,5,9,NA,14,70,21,105,20
2008,"South Dakota","SD",40,4,1,NA,5,35,3,10,NA,13,70,18,105,17.1
2007,"South Dakota","SD",40,4,1,NA,5,35,3,10,NA,13,70,18,105,17.1
2006,"South Dakota","SD",42,2,1,NA,3,35,4,10,NA,14,70,17,105,16.2
2005,"South Dakota","SD",40,2,1,NA,3,35,4,10,NA,14,70,17,105,16.2
2004,"South Dakota","SD",42,0,4,NA,4,35,4,9,NA,13,70,17,105,16.2
2003,"South Dakota","SD",41,0,4,NA,4,35,4,9,NA,13,70,17,105,16.2
2002,"South Dakota","SD",42,0,5,NA,5,35,4,7,NA,11,70,16,105,15.2
2001,"South Dakota","SD",42,0,5,NA,5,35,4,7,NA,11,70,16,105,15.2
2000,"South Dakota","SD",44,1,4,NA,5,35,4,6,NA,10,70,15,105,14.3
1999,"South Dakota","SD",44,1,4,NA,5,35,4,5,NA,9,70,14,105,13.3
1998,"South Dakota","SD",32,2,3,NA,5,35,5,8,NA,13,70,18,105,17.1
1997,"South Dakota","SD",32,2,3,NA,5,35,5,8,NA,13,70,18,105,17.1
1996,"South Dakota","SD",33,4,1,NA,5,35,4,10,NA,14,70,19,105,18.1
1995,"South Dakota","SD",33,4,1,NA,5,35,4,10,NA,14,70,19,105,18.1
1994,"South Dakota","SD",27,6,1,NA,7,35,3,11,NA,14,70,21,105,20
1993,"South Dakota","SD",25,6,1,NA,7,35,3,11,NA,14,70,21,105,20
1992,"South Dakota","SD",10,9,2,NA,11,35,5,10,NA,15,70,26,105,24.8
1991,"South Dakota","SD",10,9,2,NA,11,35,5,10,NA,15,70,26,105,24.8
1990,"South Dakota","SD",19,6,1,NA,7,35,6,7,NA,13,70,20,105,19
1989,"South Dakota","SD",17,6,1,NA,7,35,6,7,NA,13,70,20,105,19
1988,"South Dakota","SD",14,3,2,NA,5,35,5,11,NA,16,70,21,105,20
1987,"South Dakota","SD",14,3,2,NA,5,35,5,11,NA,16,70,21,105,20
1986,"South Dakota","SD",27,2,2,NA,4,35,1,10,NA,11,70,15,105,14.3
1985,"South Dakota","SD",27,2,2,NA,4,35,1,10,NA,11,70,15,105,14.3
1984,"South Dakota","SD",22,1,2,NA,3,35,2,9,NA,11,70,14,105,13.3
1983,"South Dakota","SD",20,1,2,NA,3,35,2,9,NA,11,70,14,105,13.3
1981,"South Dakota","SD",26,1,2,NA,3,35,3,5,NA,8,70,11,105,10.5
1979,"South Dakota","SD",27,NA,NA,NA,3,35,NA,NA,NA,6,70,9,105,8.6
1977,"South Dakota","SD",22,NA,NA,NA,2,35,NA,NA,NA,6,70,9,105,8.6
1975,"South Dakota","SD",13,NA,NA,NA,4,35,NA,NA,NA,7,70,11,105,10.6
2014,"Arkansas","AR",41,3,3,NA,6,35,7,10,NA,17,100,23,135,17
2013,"Arkansas","AR",41,3,3,NA,6,35,7,10,NA,17,100,23,135,17
2012,"Arkansas","AR",31,5,3,NA,8,35,11,11,NA,22,100,30,135,22.2
2011,"Arkansas","AR",31,5,3,NA,8,35,12,10,NA,22,100,30,135,22.2
2010,"Arkansas","AR",28,4,2,NA,6,35,16,9,NA,25,100,31,135,23
2009,"Arkansas","AR",28,4,2,NA,6,35,16,9,NA,25,100,31,135,23
2008,"Arkansas","AR",29,4,2,NA,6,35,18,4,NA,22,100,28,135,20.7
2007,"Arkansas","AR",29,4,2,NA,6,35,18,4,NA,22,100,28,135,20.7
2006,"Arkansas","AR",39,4,2,NA,6,35,13,4,NA,17,100,23,135,17
2005,"Arkansas","AR",38,4,2,NA,6,35,12,4,NA,16,100,22,135,16.3
2004,"Arkansas","AR",41,5,2,NA,7,35,9,6,NA,15,100,22,135,16.3
2003,"Arkansas","AR",40,5,2,NA,7,35,9,6,NA,15,100,22,135,16.3
2002,"Arkansas","AR",45,2,2,NA,4,35,10,4,NA,16,100,18,135,13.3
2001,"Arkansas","AR",45,2,2,NA,4,35,10,4,NA,16,100,18,135,13.3
2000,"Arkansas","AR",43,0,2,NA,2,35,15,4,NA,19,100,21,135,15.6
1999,"Arkansas","AR",42,0,0,NA,0,35,16,4,NA,20,100,20,135,14.8
1998,"Arkansas","AR",35,0,1,NA,1,35,20,2,NA,22,100,23,135,17
1997,"Arkansas","AR",35,0,1,NA,1,35,20,2,NA,22,100,23,135,17
1996,"Arkansas","AR",43,0,1,NA,1,35,14,2,NA,16,100,17,135,12.6
1995,"Arkansas","AR",42,0,1,NA,1,35,14,2,NA,16,100,17,135,12.6
1994,"Arkansas","AR",45,1,0,NA,1,35,11,3,NA,14,100,15,135,11.1
1993,"Arkansas","AR",45,1,0,NA,1,35,11,2,NA,13,100,14,135,10.4
1992,"Arkansas","AR",46,1,0,NA,1,35,7,2,NA,9,100,10,135,7.4
1991,"Arkansas","AR",46,1,0,NA,1,35,7,2,NA,9,100,10,135,7.4
1990,"Arkansas","AR",45,2,0,NA,2,35,7,1,NA,8,100,10,135,7.4
1989,"Arkansas","AR",45,2,0,NA,2,35,7,1,NA,8,100,10,135,7.4
1988,"Arkansas","AR",46,1,0,NA,1,35,7,1,NA,8,100,9,135,6.7
1987,"Arkansas","AR",45,1,0,NA,1,35,7,1,NA,8,100,9,135,6.7
1986,"Arkansas","AR",42,1,0,NA,1,35,8,1,NA,9,100,10,135,7.4
1985,"Arkansas","AR",43,1,0,NA,1,35,8,1,NA,9,100,10,135,7.4
1984,"Arkansas","AR",47,1,0,NA,1,35,4,2,NA,6,100,7,135,5.2
1983,"Arkansas","AR",46,1,0,NA,1,35,4,2,NA,6,100,7,135,5.2
1981,"Arkansas","AR",48,1,0,NA,1,35,2,2,NA,4,100,5,135,3.7
1979,"Arkansas","AR",47,NA,NA,NA,1,35,NA,NA,NA,3,100,4,135,3
1977,"Arkansas","AR",47,NA,NA,NA,1,35,NA,NA,NA,2,100,3,135,2.2
1975,"Arkansas","AR",47,NA,NA,NA,0,35,NA,NA,NA,3,100,3,135,2.2
2014,"Kentucky","KY",37,2,4,NA,6,38,10,9,NA,19,100,25,138,18.1
2013,"Kentucky","KY",40,2,4,NA,6,38,10,8,NA,18,100,24,138,17.4
2012,"Kentucky","KY",38,3,3,NA,6,38,11,9,NA,20,100,26,138,18.8
2011,"Kentucky","KY",39,3,3,NA,6,38,11,9,NA,20,100,26,138,18.8
2010,"Kentucky","KY",45,3,4,NA,7,38,11,4,NA,15,100,22,138,15.9
2009,"Kentucky","KY",45,3,4,NA,7,38,11,4,NA,15,100,22,138,15.9
2008,"Kentucky","KY",47,1,4,NA,5,38,10,3,NA,13,100,18,138,13
2007,"Kentucky","KY",49,1,4,NA,5,38,9,2,NA,11,100,16,138,11.6
2006,"Kentucky","KY",48,1,4,NA,5,38,8,3,NA,11,100,16,138,11.6
2005,"Kentucky","KY",48,1,5,NA,6,38,8,3,NA,11,100,17,138,12.3
2004,"Kentucky","KY",48,0,4,NA,4,38,9,2,NA,11,100,15,138,10.9
2003,"Kentucky","KY",48,0,4,NA,4,38,9,2,NA,11,100,15,138,10.9
2002,"Kentucky","KY",47,0,4,NA,4,38,9,2,NA,11,100,15,138,10.9
2001,"Kentucky","KY",47,0,4,NA,4,38,9,2,NA,11,100,15,138,10.9
2000,"Kentucky","KY",47,0,4,NA,4,38,10,2,NA,12,100,16,138,11.6
1999,"Kentucky","KY",47,0,4,NA,4,38,10,2,NA,12,100,16,138,11.6
1998,"Kentucky","KY",49,0,2,NA,2,38,7,4,NA,11,100,13,138,9.4
1997,"Kentucky","KY",49,0,2,NA,2,38,7,4,NA,11,100,13,138,9.4
1996,"Kentucky","KY",49,0,2,NA,2,38,5,4,NA,9,100,11,138,8
1995,"Kentucky","KY",49,0,2,NA,2,38,5,4,NA,9,100,11,138,8
1994,"Kentucky","KY",49,1,0,NA,1,38,5,2,NA,7,100,8,138,5.8
1993,"Kentucky","KY",50,1,0,NA,1,38,4,2,NA,6,100,7,138,5.1
1992,"Kentucky","KY",49,1,0,NA,1,38,3,4,NA,7,100,8,138,5.8
1991,"Kentucky","KY",49,1,0,NA,1,38,2,4,NA,6,100,7,138,5.1
1990,"Kentucky","KY",47,2,0,NA,2,38,3,3,NA,6,100,8,138,5.8
1989,"Kentucky","KY",49,1,0,NA,1,38,3,3,NA,6,100,7,138,5.1
1988,"Kentucky","KY",47,2,0,NA,2,38,3,3,NA,6,100,8,138,5.8
1987,"Kentucky","KY",48,2,0,NA,2,38,3,2,NA,5,100,7,138,5.1
1986,"Kentucky","KY",45,2,0,NA,2,38,5,2,NA,7,100,9,138,6.5
1985,"Kentucky","KY",45,2,0,NA,2,38,5,2,NA,7,100,9,138,6.5
1984,"Kentucky","KY",42,2,0,NA,2,38,7,1,NA,8,100,10,138,7.2
1983,"Kentucky","KY",42,2,0,NA,2,38,7,1,NA,8,100,10,138,7.2
1981,"Kentucky","KY",38,2,0,NA,2,38,7,1,NA,8,100,10,138,7.2
1979,"Kentucky","KY",36,NA,NA,NA,1,38,NA,NA,NA,8,100,9,138,6.5
1977,"Kentucky","KY",36,NA,NA,NA,1,38,NA,NA,NA,7,100,8,138,5.8
1975,"Kentucky","KY",43,NA,NA,NA,2,38,NA,NA,NA,3,100,5,138,3.6
2014,"New Jersey","NJ",10,7,3,NA,10,40,16,10,NA,26,80,36,120,30
2013,"New Jersey","NJ",12,8,3,NA,11,40,15,9,NA,24,80,35,120,29.2
2012,"New Jersey","NJ",10,8,3,NA,11,40,15,9,NA,24,80,35,120,29.2
2011,"New Jersey","NJ",12,7,3,NA,10,40,15,9,NA,24,80,34,120,28.3
2010,"New Jersey","NJ",15,7,3,NA,10,40,16,8,NA,24,80,34,120,28.3
2009,"New Jersey","NJ",12,6,2,NA,8,40,19,9,NA,28,80,36,120,30
2008,"New Jersey","NJ",14,7,2,NA,9,40,18,8,NA,26,80,35,120,29.2
2007,"New Jersey","NJ",27,6,2,NA,8,40,13,5,NA,18,80,26,120,21.7
2006,"New Jersey","NJ",31,5,2,NA,7,40,11,5,NA,16,80,23,120,19.2
2005,"New Jersey","NJ",41,5,2,NA,7,40,9,3,NA,12,80,19,120,15.8
2004,"New Jersey","NJ",43,4,2,NA,6,40,10,3,NA,13,80,19,120,15.8
2003,"New Jersey","NJ",39,3,2,NA,5,40,10,5,NA,15,80,20,120,16.7
2002,"New Jersey","NJ",40,3,2,NA,5,40,10,4,NA,14,80,19,120,15.8
2001,"New Jersey","NJ",43,1,2,NA,3,40,10,5,NA,15,80,18,120,15
2000,"New Jersey","NJ",42,1,2,NA,3,40,10,6,NA,16,80,19,120,15.8
1999,"New Jersey","NJ",40,1,2,NA,3,40,9,7,NA,16,80,19,120,15.8
1998,"New Jersey","NJ",39,2,2,NA,4,40,9,7,NA,16,80,20,120,16.7
1997,"New Jersey","NJ",39,1,1,NA,2,40,8,9,NA,17,80,19,120,15.8
1996,"New Jersey","NJ",37,1,0,NA,1,40,7,10,NA,17,80,18,120,15
1995,"New Jersey","NJ",41,1,0,NA,1,40,6,9,NA,15,80,16,120,13.3
1994,"New Jersey","NJ",42,1,0,NA,1,40,4,9,NA,13,80,14,120,11.7
1993,"New Jersey","NJ",41,1,0,NA,1,40,2,12,NA,14,80,15,120,12.5
1992,"New Jersey","NJ",40,1,1,NA,2,40,2,11,NA,13,80,15,120,12.5
1991,"New Jersey","NJ",43,1,1,NA,2,40,4,7,NA,11,80,13,120,10.8
1990,"New Jersey","NJ",38,2,1,NA,3,40,4,6,NA,10,80,13,120,10.8
1989,"New Jersey","NJ",43,2,1,NA,3,40,2,6,NA,8,80,11,120,9.2
1988,"New Jersey","NJ",40,2,1,NA,3,40,2,6,NA,8,80,11,120,9.2
1987,"New Jersey","NJ",37,2,1,NA,3,40,2,7,NA,9,80,12,120,10
1986,"New Jersey","NJ",36,2,1,NA,3,40,2,7,NA,9,80,12,120,10
1985,"New Jersey","NJ",36,2,1,NA,3,40,5,4,NA,9,80,12,120,10
1984,"New Jersey","NJ",35,2,1,NA,3,40,5,3,NA,8,80,11,120,9.2
1983,"New Jersey","NJ",38,1,0,NA,1,40,4,5,NA,9,80,10,120,8.3
1981,"New Jersey","NJ",40,1,0,NA,1,40,3,4,NA,7,80,8,120,6.7
1979,"New Jersey","NJ",18,1,0,NA,1,40,8,4,NA,12,80,13,120,10.8
1977,"New Jersey","NJ",25,3,0,NA,3,40,3,3,NA,6,80,9,120,7.5
1975,"New Jersey","NJ",24,3,0,NA,3,40,4,2,NA,6,80,9,120,7.5
2014,"Tennessee","TN",43,3,4,NA,7,33,7,8,NA,15,99,22,132,16.7
2013,"Tennessee","TN",43,3,4,NA,7,33,7,8,NA,15,99,22,132,16.7
2012,"Tennessee","TN",39,4,3,NA,7,33,11,6,NA,17,99,24,132,18.2
2011,"Tennessee","TN",40,4,3,NA,7,33,11,6,NA,17,99,24,132,18.2
2010,"Tennessee","TN",40,4,4,NA,8,33,12,5,NA,17,99,25,132,18.9
2009,"Tennessee","TN",39,4,4,NA,8,33,11,5,NA,16,99,24,132,18.2
2008,"Tennessee","TN",39,5,3,NA,8,33,10,5,NA,15,99,23,132,17.4
2007,"Tennessee","TN",42,5,3,NA,8,33,9,5,NA,14,99,22,132,16.7
2006,"Tennessee","TN",36,4,3,NA,7,33,11,5,NA,16,99,23,132,17.4
2005,"Tennessee","TN",34,4,3,NA,7,33,11,5,NA,16,99,23,132,17.4
2004,"Tennessee","TN",38,4,1,NA,5,33,12,6,NA,18,99,23,132,17.4
2003,"Tennessee","TN",38,4,1,NA,5,33,12,6,NA,18,99,23,132,17.4
2002,"Tennessee","TN",39,4,1,NA,5,33,11,5,NA,16,99,21,132,15.9
2001,"Tennessee","TN",40,4,1,NA,5,33,11,5,NA,16,99,21,132,15.9
2000,"Tennessee","TN",39,5,1,NA,6,33,12,5,NA,17,99,23,132,17.4
1999,"Tennessee","TN",39,4,1,NA,5,33,12,5,NA,17,99,22,132,16.7
1998,"Tennessee","TN",42,3,0,NA,3,33,12,3,NA,15,99,18,132,13.6
1997,"Tennessee","TN",42,3,0,NA,3,33,12,3,NA,15,99,18,132,13.6
1996,"Tennessee","TN",42,2,1,NA,3,33,11,4,NA,15,99,18,132,13.6
1995,"Tennessee","TN",40,2,1,NA,3,33,11,4,NA,15,99,18,132,13.6
1994,"Tennessee","TN",41,2,1,NA,3,33,8,5,NA,13,99,16,132,12.1
1993,"Tennessee","TN",43,2,1,NA,3,33,8,5,NA,13,99,16,132,12.1
1992,"Tennessee","TN",43,2,1,NA,3,33,5,7,NA,12,99,15,132,11.4
1991,"Tennessee","TN",41,2,1,NA,3,33,5,7,NA,12,99,15,132,11.4
1990,"Tennessee","TN",42,1,1,NA,2,33,4,7,NA,11,99,13,132,9.8
1989,"Tennessee","TN",41,1,1,NA,2,33,4,7,NA,11,99,13,132,9.8
1988,"Tennessee","TN",41,1,0,NA,1,33,5,6,NA,11,99,12,132,9.1
1987,"Tennessee","TN",40,1,0,NA,1,33,5,6,NA,11,99,12,132,9.1
1986,"Tennessee","TN",41,1,0,NA,1,33,4,6,NA,10,99,11,132,8.3
1985,"Tennessee","TN",41,1,0,NA,1,33,4,6,NA,10,99,11,132,8.3
1984,"Tennessee","TN",45,1,0,NA,1,33,3,5,NA,8,99,9,132,6.8
1983,"Tennessee","TN",45,1,0,NA,1,33,3,5,NA,8,99,9,132,6.8
1981,"Tennessee","TN",46,1,0,NA,1,33,2,3,NA,5,99,6,132,4.5
1979,"Tennessee","TN",46,NA,NA,NA,1,33,NA,NA,NA,3,99,4,132,3
1977,"Tennessee","TN",46,NA,NA,NA,1,33,NA,NA,NA,2,99,3,132,2.3
1975,"Tennessee","TN",42,NA,NA,NA,1,33,NA,NA,NA,4,99,5,132,3.8
2014,"California","CA",17,10,2,NA,12,40,13,7,NA,20,80,32,120,26.7
2013,"California","CA",19,10,2,NA,12,40,13,7,NA,20,80,32,120,26.7
2012,"California","CA",13,9,3,NA,12,40,16,6,NA,22,80,34,120,28.3
2011,"California","CA",12,9,3,NA,12,40,16,6,NA,22,80,34,120,28.3
2010,"California","CA",17,11,1,NA,12,40,16,4,NA,20,80,32,120,26.7
2009,"California","CA",16,12,1,NA,13,40,16,4,NA,20,80,33,120,27.5
2008,"California","CA",17,10,0,NA,10,40,17,6,NA,23,80,33,120,27.5
2007,"California","CA",16,10,0,NA,10,40,17,6,NA,23,80,33,120,27.5
2006,"California","CA",12,12,0,NA,12,40,19,6,NA,25,80,37,120,30.8
2005,"California","CA",10,12,0,NA,12,40,19,6,NA,25,80,37,120,30.8
2004,"California","CA",6,11,0,NA,11,40,20,5,NA,25,80,36,120,30
2003,"California","CA",6,11,0,NA,11,40,20,5,NA,25,80,36,120,30
2002,"California","CA",13,10,0,NA,10,40,20,4,NA,24,80,34,120,28.3
2001,"California","CA",13,10,0,NA,10,40,20,4,NA,24,80,34,120,28.3
2000,"California","CA",15,10,1,NA,11,40,15,4,1,20,80,31,120,25.8
1999,"California","CA",15,9,1,NA,10,40,16,4,1,21,80,31,120,25.8
1998,"California","CA",24,5,1,NA,6,40,17,3,NA,20,80,26,120,21.7
1997,"California","CA",24,6,1,NA,7,40,17,3,NA,20,80,27,120,22.5
1996,"California","CA",26,3,1,1,5,40,16,3,NA,19,80,24,120,20
1995,"California","CA",26,3,1,1,5,40,16,4,NA,20,80,25,120,20.8
1994,"California","CA",19,2,2,1,5,40,19,5,NA,24,80,29,120,24.2
1993,"California","CA",20,2,2,1,5,40,18,4,NA,22,80,27,120,22.5
1992,"California","CA",25,3,2,NA,5,40,10,7,NA,17,80,22,120,18.3
1991,"California","CA",25,3,2,NA,5,40,9,7,NA,16,80,21,120,17.5
1990,"California","CA",27,3,2,NA,5,40,7,7,NA,14,80,19,120,15.8
1989,"California","CA",27,2,2,NA,4,40,8,7,NA,15,80,19,120,15.8
1988,"California","CA",30,2,2,NA,4,40,8,5,NA,13,80,17,120,14.2
1987,"California","CA",30,2,2,NA,4,40,8,5,NA,13,80,17,120,14.2
1986,"California","CA",30,2,2,NA,4,40,7,4,NA,11,80,15,120,12.5
1985,"California","CA",30,2,2,NA,4,40,7,4,NA,11,80,15,120,12.5
1984,"California","CA",29,2,0,NA,2,40,6,6,NA,12,80,14,120,11.7
1983,"California","CA",30,2,0,NA,2,40,6,6,NA,12,80,14,120,11.7
1981,"California","CA",28,2,0,NA,2,40,4,6,NA,10,80,12,120,10
1979,"California","CA",23,NA,NA,NA,2,40,NA,NA,NA,9,80,11,120,9.2
1977,"California","CA",39,NA,NA,NA,1,40,NA,NA,NA,5,80,6,120,5
1975,"California","CA",46,NA,NA,NA,0,40,NA,NA,NA,3,80,3,120,2.5
2014,"Louisiana","LA",50,3,1,NA,4,39,10,4,NA,14,105,18,144,12.5
2013,"Louisiana","LA",50,3,1,NA,4,39,9,4,NA,13,105,17,144,11.8
2012,"Louisiana","LA",49,3,1,NA,4,39,9,3,NA,12,105,16,144,11.1
2011,"Louisiana","LA",44,6,2,NA,8,39,11,4,NA,15,105,23,144,16
2010,"Louisiana","LA",44,6,2,NA,8,39,11,4,NA,15,105,23,144,16
2009,"Louisiana","LA",44,6,2,NA,8,39,11,4,NA,15,105,23,144,16
2008,"Louisiana","LA",43,6,2,NA,8,39,10,4,NA,14,105,22,144,15.3
2007,"Louisiana","LA",38,5,2,NA,7,39,13,5,NA,18,105,25,144,17.4
2006,"Louisiana","LA",36,5,2,NA,7,39,13,5,NA,18,105,25,144,17.4
2005,"Louisiana","LA",34,5,2,NA,7,39,13,5,NA,18,105,25,144,17.4
2004,"Louisiana","LA",39,5,1,NA,6,39,13,5,NA,18,105,24,144,16.7
2003,"Louisiana","LA",42,3,0,NA,3,39,14,6,NA,20,105,23,144,16
2002,"Louisiana","LA",38,3,0,NA,3,39,14,6,NA,20,105,23,144,16
2001,"Louisiana","LA",39,3,0,NA,3,39,14,6,NA,20,105,23,144,16
2000,"Louisiana","LA",39,3,0,NA,3,39,14,6,NA,20,105,23,144,16
1999,"Louisiana","LA",43,2,0,NA,2,39,14,4,NA,18,105,20,144,13.9
1998,"Louisiana","LA",46,2,0,NA,2,39,12,2,1,15,105,17,144,11.8
1997,"Louisiana","LA",47,2,0,NA,2,39,12,2,1,15,105,17,144,11.8
1996,"Louisiana","LA",47,2,0,NA,2,39,11,2,1,14,105,16,144,11.1
1995,"Louisiana","LA",48,2,0,NA,2,39,10,2,NA,12,105,14,144,9.7
1994,"Louisiana","LA",47,1,0,NA,1,39,10,2,NA,12,105,13,144,9
1993,"Louisiana","LA",48,1,0,NA,1,39,8,2,NA,10,105,11,144,7.6
1992,"Louisiana","LA",47,1,0,NA,1,39,7,2,NA,9,105,10,144,6.9
1991,"Louisiana","LA",50,1,0,NA,1,39,3,0,NA,3,105,4,144,2.8
1990,"Louisiana","LA",50,0,0,NA,0,39,3,0,NA,3,105,3,144,2.1
1989,"Louisiana","LA",50,0,0,NA,0,39,3,0,NA,3,105,3,144,2.1
1988,"Louisiana","LA",50,0,0,NA,0,39,4,0,NA,4,105,4,144,2.8
1987,"Louisiana","LA",49,0,0,NA,0,39,6,0,NA,6,105,6,144,4.2
1986,"Louisiana","LA",49,0,0,NA,0,39,5,0,NA,5,105,5,144,3.5
1985,"Louisiana","LA",49,0,0,NA,0,39,5,0,NA,5,105,5,144,3.5
1984,"Louisiana","LA",49,0,0,NA,0,39,5,0,NA,5,105,5,144,3.5
1983,"Louisiana","LA",49,0,0,NA,0,39,3,0,NA,3,105,3,144,2.1
1981,"Louisiana","LA",49,0,0,NA,0,39,2,0,NA,2,105,2,144,1.4
1979,"Louisiana","LA",49,NA,NA,NA,1,39,NA,NA,NA,1,105,2,144,1.4
1977,"Louisiana","LA",49,NA,NA,NA,1,39,NA,NA,NA,1,105,2,144,1.4
1975,"Louisiana","LA",49,NA,NA,NA,0,39,NA,NA,NA,2,105,2,144,1.4
2014,"New Mexico","NM",14,3,3,NA,6,42,15,11,NA,26,70,32,112,28.6
2013,"New Mexico","NM",16,3,3,NA,6,42,15,10,NA,25,70,31,112,27.7
2012,"New Mexico","NM",14,9,2,NA,11,42,12,8,NA,20,70,31,112,27.7
2011,"New Mexico","NM",17,8,2,NA,10,42,12,8,NA,20,70,30,112,26.8
2010,"New Mexico","NM",11,8,3,NA,11,42,13,10,NA,23,70,34,112,30.4
2009,"New Mexico","NM",11,8,3,NA,11,42,13,10,NA,23,70,34,112,30.4
2008,"New Mexico","NM",12,8,4,NA,12,42,10,12,NA,22,70,34,112,30.4
2007,"New Mexico","NM",12,8,4,NA,12,42,10,12,NA,22,70,34,112,30.4
